"FeatureCode","City","FeatureType","Year","Measurement","Units","Value","Energy Type","Energy Consuming Sector"
"S12000013","Na h-Eileanan Siar","Council Area",2016,"Count","GWh",22.989,"Electricity","Commercial"
"S12000039","West Dunbartonshire","Council Area",2016,"Count","GWh",0.023,"Coal","Public Sector"
"S12000041","Angus","Council Area",2016,"Count","GWh",13.354,"Coal","All"
"S12000035","Argyll and Bute","Council Area",2016,"Count","GWh",0.924,"Coal","Commercial"
"S12000041","Angus","Council Area",2016,"Count","GWh",125.002,"Petroleum Products","Domestic"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",572.946,"Coal","Industrial"
"S12000023","Orkney Islands","Council Area",2016,"Count","GWh",1,"Bioenergy & Wastes","Commercial"
"S12000013","Na h-Eileanan Siar","Council Area",2016,"Count","GWh",168.955,"All","Industrial & Commercial"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",782.929,"All","Transport"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",801.879,"All","Domestic"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",740.855,"Gas","All"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",36.43,"Bioenergy & Wastes","All"
"S12000013","Na h-Eileanan Siar","Council Area",2016,"Count","GWh",2.768,"Manufactured Fuels","Domestic"
"S12000041","Angus","Council Area",2016,"Count","GWh",0.177,"Coal","Commercial"
"S12000035","Argyll and Bute","Council Area",2016,"Count","GWh",1.089,"Coal","Public Sector"
"S12000035","Argyll and Bute","Council Area",2016,"Count","GWh",2213.124,"All","All"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",0,"Coal","Agriculture"
"S12000011","East Renfrewshire","Council Area",2016,"Count","GWh",158.792,"Electricity","Domestic"
"S12000011","East Renfrewshire","Council Area",2016,"Count","GWh",594.583,"Petroleum Products","Road Transport"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",1.491,"Manufactured Fuels","All"
"S12000011","East Renfrewshire","Council Area",2016,"Count","GWh",1644.665,"All","All"
"S12000013","Na h-Eileanan Siar","Council Area",2016,"Count","GWh",0,"Manufactured Fuels","Industrial"
"S12000041","Angus","Council Area",2016,"Count","GWh",960.565,"All","Domestic"
"S12000011","East Renfrewshire","Council Area",2016,"Count","GWh",1.847,"Manufactured Fuels","All"
"S12000036","City of Edinburgh","Council Area",2016,"Count","GWh",19.472,"Coal","Industrial"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",0.024,"Coal","Public Sector"
"S12000011","East Renfrewshire","Council Area",2016,"Count","GWh",236.822,"Electricity","All"
"S12000035","Argyll and Bute","Council Area",2016,"Count","GWh",14.847,"Bioenergy & Wastes","Industrial"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",1.159,"Petroleum Products","Commercial"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",0,"Bioenergy & Wastes","Industrial"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",1173.902,"All","Transport"
"S12000011","East Renfrewshire","Council Area",2016,"Count","GWh",613.459,"All","Transport"
"S12000036","City of Edinburgh","Council Area",2016,"Count","GWh",5.146,"Petroleum Products","Commercial"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",151.201,"Electricity","Industrial"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",0,"Manufactured Fuels","Industrial"
"S12000036","City of Edinburgh","Council Area",2016,"Count","GWh",12.578,"Bioenergy & Wastes","Industrial"
"S12000042","Dundee City","Council Area",2016,"Count","GWh",741.405,"All","Transport"
"S12000042","Dundee City","Council Area",2016,"Count","GWh",22.465,"Bioenergy & Wastes","All"
"S12000050","North Lanarkshire","Council Area",2016,"Count","GWh",2664.158,"Petroleum Products","Road Transport"
"S12000036","City of Edinburgh","Council Area",2016,"Count","GWh",23.056,"Coal","All"
"S12000036","City of Edinburgh","Council Area",2016,"Count","GWh",3.621,"Manufactured Fuels","Domestic"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",1186.816,"All","Industrial & Commercial"
"S12000035","Argyll and Bute","Council Area",2016,"Count","GWh",43.388,"Gas","Commercial"
"S12000013","Na h-Eileanan Siar","Council Area",2016,"Count","GWh",4.823,"Bioenergy & Wastes","Road Transport"
"S12000035","Argyll and Bute","Council Area",2016,"Count","GWh",10.289,"Bioenergy & Wastes","Commercial"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",11.929,"Petroleum Products","Domestic"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",2771.624,"All","All"
"S12000013","Na h-Eileanan Siar","Council Area",2016,"Count","GWh",150.033,"Electricity","All"
"S12000013","Na h-Eileanan Siar","Council Area",2016,"Count","GWh",601.039,"All","All"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",238.572,"Electricity","Industrial & Commercial"
"S12000023","Orkney Islands","Council Area",2016,"Count","GWh",6.181,"Bioenergy & Wastes","Domestic"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",372.174,"Gas","Industrial"
"S12000011","East Renfrewshire","Council Area",2016,"Count","GWh",0,"Coal","Public Sector"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",0.156,"Petroleum Products","Public Sector"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",0.869,"Coal","All"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",997.424,"All","Domestic"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",576.633,"Coal","All"
"S12000013","Na h-Eileanan Siar","Council Area",2016,"Count","GWh",132.459,"Petroleum Products","Domestic"
"S12000035","Argyll and Bute","Council Area",2016,"Count","GWh",6.084,"Manufactured Fuels","All"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",0.131,"Coal","Commercial"
"S12000041","Angus","Council Area",2016,"Count","GWh",0.243,"Coal","Public Sector"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",1.24,"Petroleum Products","Commercial"
"S12000035","Argyll and Bute","Council Area",2016,"Count","GWh",17.028,"Bioenergy & Wastes","Domestic"
"S12000011","East Renfrewshire","Council Area",2016,"Count","GWh",0,"Bioenergy & Wastes","Industrial"
"S12000023","Orkney Islands","Council Area",2016,"Count","GWh",78.615,"Petroleum Products","Domestic"
"S12000041","Angus","Council Area",2016,"Count","GWh",904.716,"Petroleum Products","Road Transport"
"S12000011","East Renfrewshire","Council Area",2016,"Count","GWh",211.772,"All","Industrial & Commercial"
"S12000035","Argyll and Bute","Council Area",2016,"Count","GWh",61.398,"Bioenergy & Wastes","All"
"S12000035","Argyll and Bute","Council Area",2016,"Count","GWh",37.304,"Coal","All"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",22.868,"Bioenergy & Wastes","Road Transport"
"S12000035","Argyll and Bute","Council Area",2016,"Count","GWh",0,"Coal","Rail"
"S12000011","East Renfrewshire","Council Area",2016,"Count","GWh",0.858,"Coal","Domestic"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",30.914,"Bioenergy & Wastes","Road Transport"
"S12000035","Argyll and Bute","Council Area",2016,"Count","GWh",5.185,"Petroleum Products","Rail"
"S12000013","Na h-Eileanan Siar","Council Area",2016,"Count","GWh",87.26,"Electricity","Domestic"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",860.485,"Petroleum Products","Road Transport"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",1082.455,"Petroleum Products","All"
"S12000011","East Renfrewshire","Council Area",2016,"Count","GWh",0.001,"Coal","Commercial"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",5.516,"Bioenergy & Wastes","Domestic"
"S12000041","Angus","Council Area",2016,"Count","GWh",104.146,"Gas","Commercial"
"S12000041","Angus","Council Area",2016,"Count","GWh",1.273,"Petroleum Products","Commercial"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",462.046,"Electricity","All"
"S12000036","City of Edinburgh","Council Area",2016,"Count","GWh",0.133,"Coal","Commercial"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",33.182,"Petroleum Products","Rail"
"S12000013","Na h-Eileanan Siar","Council Area",2016,"Count","GWh",0.199,"Coal","Commercial"
"S12000013","Na h-Eileanan Siar","Council Area",2016,"Count","GWh",62.773,"Electricity","Industrial & Commercial"
"S12000039","West Dunbartonshire","Council Area",2016,"Count","GWh",467.65,"All","Industrial & Commercial"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",1036.84,"Gas","All"
"S12000035","Argyll and Bute","Council Area",2016,"Count","GWh",94.149,"Gas","Industrial"
"S12000041","Angus","Council Area",2016,"Count","GWh",0.212,"Petroleum Products","Public Sector"
"S12000011","East Renfrewshire","Council Area",2016,"Count","GWh",49.453,"Electricity","Industrial"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",1026.841,"Gas","Domestic"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",1312.048,"Petroleum Products","All"
"S12000036","City of Edinburgh","Council Area",2016,"Count","GWh",10072.51,"All","All"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",173.868,"Electricity","Industrial"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",1.474,"Petroleum Products","Rail"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",20.658,"Bioenergy & Wastes","Commercial"
"S12000011","East Renfrewshire","Council Area",2016,"Count","GWh",7.135,"Bioenergy & Wastes","Domestic"
"S12000035","Argyll and Bute","Council Area",2016,"Count","GWh",272.97,"Electricity","Domestic"
"S12000013","Na h-Eileanan Siar","Council Area",2016,"Count","GWh",1.93,"Gas","Industrial"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",39.073,"Petroleum Products","Domestic"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",195.832,"Bioenergy & Wastes","All"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",0,"Coal","Rail"
"S12000036","City of Edinburgh","Council Area",2016,"Count","GWh",20.154,"Petroleum Products","Domestic"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",0.017,"Coal","Public Sector"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",2792.481,"Electricity","All"
"S12000047","Fife","Council Area",2016,"Count","GWh",596.604,"Electricity","Industrial"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",1.156,"Coal","All"
"S12000020","Moray","Council Area",2016,"Count","GWh",138.704,"Petroleum Products","Domestic"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",548.964,"Gas","Industrial"
"S12000026","Scottish Borders","Council Area",2016,"Count","GWh",1.867,"Petroleum Products","Commercial"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",1036.311,"Gas","Domestic"
"S12000030","Stirling","Council Area",2016,"Count","GWh",491.363,"Gas","Domestic"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",2.233,"Manufactured Fuels","All"
"S12000047","Fife","Council Area",2016,"Count","GWh",1571.237,"Electricity","All"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",68.784,"Petroleum Products","Agriculture"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",21.055,"Petroleum Products","Industrial"
"S12000030","Stirling","Council Area",2016,"Count","GWh",1.666,"Petroleum Products","Commercial"
"S12000030","Stirling","Council Area",2016,"Count","GWh",3.365,"Coal","Domestic"
"S12000030","Stirling","Council Area",2016,"Count","GWh",182.774,"Electricity","Domestic"
"S12000047","Fife","Council Area",2016,"Count","GWh",278.162,"Bioenergy & Wastes","All"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",216.131,"Gas","Commercial"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",0,"Coal","Agriculture"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",252.985,"Gas","Commercial"
"S12000030","Stirling","Council Area",2016,"Count","GWh",240.961,"Gas","Commercial"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",1140.835,"Electricity","Industrial"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",0.699,"Petroleum Products","Commercial"
"S12000030","Stirling","Council Area",2016,"Count","GWh",989.97,"Petroleum Products","Road Transport"
"S12000030","Stirling","Council Area",2016,"Count","GWh",1255.196,"Gas","All"
"S12000030","Stirling","Council Area",2016,"Count","GWh",3573.918,"All","All"
"S12000047","Fife","Council Area",2016,"Count","GWh",0.25,"Coal","Commercial"
"S12000047","Fife","Council Area",2016,"Count","GWh",14.282,"Coal","All"
"S12000030","Stirling","Council Area",2016,"Count","GWh",291.259,"Electricity","Industrial & Commercial"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",112.121,"Gas","Industrial"
"S12000030","Stirling","Council Area",2016,"Count","GWh",1194.616,"Petroleum Products","All"
"S12000047","Fife","Council Area",2016,"Count","GWh",73.811,"Bioenergy & Wastes","Commercial"
"S12000023","Orkney Islands","Council Area",2016,"Count","GWh",30.288,"Petroleum Products","Industrial"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",0.473,"Petroleum Products","Commercial"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",0,"Coal","Industrial"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",456.023,"Petroleum Products","All"
"S12000020","Moray","Council Area",2016,"Count","GWh",0.897,"Coal","Rail"
"S12000030","Stirling","Council Area",2016,"Count","GWh",522.873,"Gas","Industrial"
"S12000047","Fife","Council Area",2016,"Count","GWh",2.009,"Petroleum Products","Public Sector"
"S12000030","Stirling","Council Area",2016,"Count","GWh",0.829,"Petroleum Products","Public Sector"
"S12000047","Fife","Council Area",2016,"Count","GWh",773.516,"Gas","Industrial"
"S12000047","Fife","Council Area",2016,"Count","GWh",3378.961,"Gas","All"
"S12000030","Stirling","Council Area",2016,"Count","GWh",66.415,"Petroleum Products","Agriculture"
"S12000017","Highland","Council Area",2016,"Count","GWh",3485.85,"Petroleum Products","All"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",1099.814,"Gas","All"
"S12000023","Orkney Islands","Council Area",2016,"Count","GWh",54.068,"Electricity","Industrial & Commercial"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",0.066,"Coal","Commercial"
"S12000030","Stirling","Council Area",2016,"Count","GWh",1035.142,"All","Transport"
"S12000017","Highland","Council Area",2016,"Count","GWh",56.489,"Bioenergy & Wastes","Road Transport"
"S12000017","Highland","Council Area",2016,"Count","GWh",2.837,"Coal","Commercial"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",1.098,"Coal","Domestic"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",7.338,"Bioenergy & Wastes","Domestic"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",297.866,"Gas","Domestic"
"S12000030","Stirling","Council Area",2016,"Count","GWh",0,"Coal","Agriculture"
"S12000030","Stirling","Council Area",2016,"Count","GWh",26.413,"Bioenergy & Wastes","Road Transport"
"S12000017","Highland","Council Area",2016,"Count","GWh",316.872,"Petroleum Products","Agriculture"
"S12000020","Moray","Council Area",2016,"Count","GWh",442.715,"Gas","Domestic"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",0,"Coal","Rail"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",0,"Coal","Public Sector"
"S12000030","Stirling","Council Area",2016,"Count","GWh",0.36,"Coal","Commercial"
"S12000020","Moray","Council Area",2016,"Count","GWh",8.385,"Petroleum Products","Rail"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",6.923,"Bioenergy & Wastes","Road Transport"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",10.347,"Petroleum Products","Agriculture"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",1638.839,"Petroleum Products","All"
"S12000030","Stirling","Council Area",2016,"Count","GWh",6.154,"Coal","All"
"S12000047","Fife","Council Area",2016,"Count","GWh",37.214,"Bioenergy & Wastes","Domestic"
"S12000047","Fife","Council Area",2016,"Count","GWh",60.627,"Bioenergy & Wastes","Road Transport"
"S12000047","Fife","Council Area",2016,"Count","GWh",6971.664,"All","Industrial & Commercial"
"S12000047","Fife","Council Area",2016,"Count","GWh",21.292,"Manufactured Fuels","All"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",659.224,"Electricity","Commercial"
"S12000017","Highland","Council Area",2016,"Count","GWh",405.345,"Bioenergy & Wastes","Commercial"
"S12000050","North Lanarkshire","Council Area",2016,"Count","GWh",2836.808,"Gas","All"
"S12000017","Highland","Council Area",2016,"Count","GWh",2251.39,"All","Transport"
"S12000030","Stirling","Council Area",2016,"Count","GWh",2.188,"Coal","Industrial"
"S12000050","North Lanarkshire","Council Area",2016,"Count","GWh",100.148,"Bioenergy & Wastes","All"
"S12000048","Perth and Kinross","Council Area",2016,"Count","GWh",2179.214,"All","Transport"
"S12000050","North Lanarkshire","Council Area",2016,"Count","GWh",288.677,"Electricity","Commercial"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",0.097,"Coal","Public Sector"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",13.316,"Bioenergy & Wastes","Domestic"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",7.302,"Petroleum Products","Commercial"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",2.154,"Coal","Industrial"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",0.812,"Manufactured Fuels","Industrial"
"S12000039","West Dunbartonshire","Council Area",2016,"Count","GWh",0.075,"Manufactured Fuels","Industrial"
"S12000021","North Ayrshire","Council Area",2016,"Count","GWh",1053.974,"All","Domestic"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",0,"Coal","Agriculture"
"S12000048","Perth and Kinross","Council Area",2016,"Count","GWh",91.699,"Petroleum Products","Industrial"
"S12000048","Perth and Kinross","Council Area",2016,"Count","GWh",1274.902,"All","Domestic"
"S12000019","Midlothian","Council Area",2016,"Count","GWh",9.182,"Petroleum Products","Rail"
"S12000020","Moray","Council Area",2016,"Count","GWh",1991.468,"All","Industrial & Commercial"
"S12000048","Perth and Kinross","Council Area",2016,"Count","GWh",169.767,"Petroleum Products","Agriculture"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",99.596,"Electricity","Commercial"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",2920.272,"All","All"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",477.877,"Electricity","All"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",0,"Bioenergy & Wastes","Industrial"
"S12000020","Moray","Council Area",2016,"Count","GWh",962.649,"Gas","Industrial"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",830.122,"Electricity","All"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",65.078,"Petroleum Products","Domestic"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",205.922,"Electricity","Domestic"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",0.331,"Petroleum Products","Public Sector"
"S12000026","Scottish Borders","Council Area",2016,"Count","GWh",564.801,"Electricity","All"
"S12000019","Midlothian","Council Area",2016,"Count","GWh",15.398,"Bioenergy & Wastes","Road Transport"
"S12000020","Moray","Council Area",2016,"Count","GWh",443.627,"Gas","Commercial"
"S12000020","Moray","Council Area",2016,"Count","GWh",23.234,"Coal","All"
"S12000020","Moray","Council Area",2016,"Count","GWh",16.781,"Bioenergy & Wastes","Domestic"
"S12000048","Perth and Kinross","Council Area",2016,"Count","GWh",0,"Coal","Rail"
"S12000019","Midlothian","Council Area",2016,"Count","GWh",0.299,"Petroleum Products","Public Sector"
"S12000048","Perth and Kinross","Council Area",2016,"Count","GWh",2055.263,"Petroleum Products","Road Transport"
"S12000019","Midlothian","Council Area",2016,"Count","GWh",567.256,"Petroleum Products","Road Transport"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",317.231,"Electricity","All"
"S12000030","Stirling","Council Area",2016,"Count","GWh",184.593,"Electricity","Industrial"
"S12000030","Stirling","Council Area",2016,"Count","GWh",64.619,"Petroleum Products","Domestic"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",1058.672,"All","Industrial & Commercial"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",2.129,"Manufactured Fuels","Domestic"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",1722.49,"All","All"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",1424.976,"All","All"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",0.682,"Coal","Public Sector"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",16.58,"Bioenergy & Wastes","All"
"S12000020","Moray","Council Area",2016,"Count","GWh",4.784,"Coal","Domestic"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",365.349,"All","Industrial & Commercial"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",5.622,"Coal","Industrial"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",633.248,"Gas","All"
"S12000030","Stirling","Council Area",2016,"Count","GWh",474.032,"Electricity","All"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",83.769,"Bioenergy & Wastes","Road Transport"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",189.686,"Electricity","All"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",5.448,"Bioenergy & Wastes","Domestic"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",91.107,"Bioenergy & Wastes","All"
"S12000030","Stirling","Council Area",2016,"Count","GWh",18.759,"Petroleum Products","Rail"
"S12000019","Midlothian","Council Area",2016,"Count","GWh",348.024,"Electricity","All"
"S12000048","Perth and Kinross","Council Area",2016,"Count","GWh",205.476,"Petroleum Products","Domestic"
"S12000048","Perth and Kinross","Council Area",2016,"Count","GWh",2595.403,"Petroleum Products","All"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",172.359,"Electricity","Industrial"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",271.955,"Electricity","Industrial & Commercial"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",108.279,"Petroleum Products","Agriculture"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",287.915,"Electricity","Domestic"
"S12000019","Midlothian","Council Area",2016,"Count","GWh",662.592,"Gas","All"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",38.552,"Bioenergy & Wastes","Road Transport"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",5.938,"Bioenergy & Wastes","Domestic"
"S12000047","Fife","Council Area",2016,"Count","GWh",5.077,"Coal","Industrial"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",0.745,"Manufactured Fuels","Industrial"
"S12000030","Stirling","Council Area",2016,"Count","GWh",4.343,"Manufactured Fuels","All"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",0.517,"Petroleum Products","Public Sector"
"S12000028","South Ayrshire","Council Area",2016,"Count","GWh",662.366,"Gas","Domestic"
"S12000021","North Ayrshire","Council Area",2016,"Count","GWh",0.147,"Coal","Public Sector"
"S12000030","Stirling","Council Area",2016,"Count","GWh",355.03,"Bioenergy & Wastes","Industrial"
"S12000020","Moray","Council Area",2016,"Count","GWh",187.021,"Electricity","Domestic"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",1721.437,"Gas","All"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",12.371,"Bioenergy & Wastes","All"
"S12000047","Fife","Council Area",2016,"Count","GWh",92.705,"Petroleum Products","Agriculture"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000050","North Lanarkshire","Council Area",2016,"Count","GWh",1965.576,"Gas","Domestic"
"S12000026","Scottish Borders","Council Area",2016,"Count","GWh",0,"Coal","Rail"
"S12000047","Fife","Council Area",2016,"Count","GWh",941.349,"Electricity","Industrial & Commercial"
"S12000047","Fife","Council Area",2016,"Count","GWh",99.258,"Petroleum Products","Domestic"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",0.033,"Coal","Commercial"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",0.469,"Petroleum Products","Public Sector"
"S12000050","North Lanarkshire","Council Area",2016,"Count","GWh",1989.397,"All","Industrial & Commercial"
"S12000030","Stirling","Council Area",2016,"Count","GWh",106.666,"Electricity","Commercial"
"S12000047","Fife","Council Area",2016,"Count","GWh",3034.153,"All","Domestic"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",0.079,"Petroleum Products","Public Sector"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",51.67,"Gas","Commercial"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",56.95,"Electricity","Industrial"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",4.816,"Bioenergy & Wastes","Domestic"
"S12000047","Fife","Council Area",2016,"Count","GWh",4604.071,"Petroleum Products","Industrial"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",0,"Coal","Rail"
"S12000047","Fife","Council Area",2016,"Count","GWh",4.467,"Petroleum Products","Commercial"
"S12000026","Scottish Borders","Council Area",2016,"Count","GWh",25.302,"Bioenergy & Wastes","Road Transport"
"S12000020","Moray","Council Area",2016,"Count","GWh",5.571,"Manufactured Fuels","Domestic"
"S12000047","Fife","Council Area",2016,"Count","GWh",0,"Coal","Agriculture"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",5.424,"Petroleum Products","Public Sector"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",0.112,"Manufactured Fuels","Industrial"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",3116.008,"Petroleum Products","Road Transport"
"S12000047","Fife","Council Area",2016,"Count","GWh",2387.613,"All","Transport"
"S12000030","Stirling","Council Area",2016,"Count","GWh",758.2,"All","Domestic"
"S12000030","Stirling","Council Area",2016,"Count","GWh",1780.576,"All","Industrial & Commercial"
"S12000030","Stirling","Council Area",2016,"Count","GWh",3.98,"Manufactured Fuels","Domestic"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",437.477,"All","Transport"
"S12000047","Fife","Council Area",2016,"Count","GWh",1.219,"Coal","Public Sector"
"S12000020","Moray","Council Area",2016,"Count","GWh",195.529,"Electricity","Industrial"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",0,"Coal","Agriculture"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",2.013,"Manufactured Fuels","Domestic"
"S12000030","Stirling","Council Area",2016,"Count","GWh",639.576,"Bioenergy & Wastes","All"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",87.371,"Electricity","Commercial"
"S12000041","Angus","Council Area",2016,"Count","GWh",48.383,"Bioenergy & Wastes","All"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",469.457,"Gas","Domestic"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",28.475,"Petroleum Products","Domestic"
"S12000047","Fife","Council Area",2016,"Count","GWh",629.888,"Electricity","Domestic"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",0,"Gas","Domestic"
"S12000011","East Renfrewshire","Council Area",2016,"Count","GWh",0.859,"Coal","All"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",205.581,"Gas","Industrial"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",61.247,"Coal","Industrial"
"S12000010","East Lothian","Council Area",2016,"Count","GWh",47.768,"Petroleum Products","Industrial"
"S12000036","City of Edinburgh","Council Area",2016,"Count","GWh",75.024,"Bioenergy & Wastes","Road Transport"
"S12000008","East Ayrshire","Council Area",2016,"Count","GWh",736.519,"Gas","Domestic"
"S12000036","City of Edinburgh","Council Area",2016,"Count","GWh",10.434,"Bioenergy & Wastes","Domestic"
"S12000036","City of Edinburgh","Council Area",2016,"Count","GWh",4.091,"Petroleum Products","Public Sector"
"S12000038","Renfrewshire","Council Area",2016,"Count","GWh",136.274,"Petroleum Products","Industrial"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",394.644,"Gas","Industrial"
